lár,tí,gur,duine
céanna,mhaith,i,anseo
den,chuig,cúpla,ab
riamh,mac,ar,leis
caite,cheart,leo,scéal
mbaile,ort,mbíonn,súil
riamh,di,nár,thaobh
mac,os,bheidh,ndóigh
sé,ní,inniu,chéile
í,bheith,chuig,tú
as,chéile,léir,inniu
dóibh,cinn,ná,dar
ansin,é,dul,mbeidh
chuid,inniu,roinn,ann
ndiaidh,leithéid,rá,mé
ann,sásta,mise,déanamh
isteach,ábhar,ansin,ainm
minic,dó,maidir,thabhairt
síos,thart,nuair,mac
thabhairt,rud,sásta,beidh
bíonn,ar,as,sna
leanas,shin,air,déanta
tú,faoin,thart,dhá
sé,mórán,scéal,chun
dhuine,ansin,againn,b'fhéidir
dhiaidh,ceart,roinnt,bhfuil
sna,lucht,ábhar,freisin
chuig,measc,leis,é
duit,bheith,bhain,dtí
ag,i,dúirt,taobh
freisin,fós,tháinig,tú
roinn,cinn,mór,agat
as,bhaint,rith,isteach
siar,chuaigh,Gaeltachta,chuid
gcónaí,seo,Ghaeilge,fad
sin,eolas,bhain,bhaile
idir,amach,cinnte,agus
de,ábhar,sásta,mbaile
den,alt,duine,in
í,liom,ar,siúd
déanamh,lae,fiú,éigin
is,ba,nach,gceist
scéal,bith,réir,cheana
mise,ndóigh,féin,mbeadh
ann,fada,riamh,scoil
chuig,iad,láthair,orm
cinnte,nua,leith,ní
aon,bhaint,ndiaidh,leith
orm,chuid,tar,Ghaeilge
ort,sin,duit,aghaidh
duine,freisin,léi,leor
scríobh,Irish,feadh,bliana
de,bíonn,duine,chéad
ann,hÉireann,sna,ndiaidh
taobh,in,freisin,thaobh
níl,orm,bean,orthu
más,mó,lucht,tír
bharr,léi,nár,leor
féin,lena,san,ón
rinne,mac,lch.,minic
ndiaidh,uair,cúpla,cinnte
roinn,tír,agam,cliath
mé,tá,rud,arsa
cuireadh,roimhe,mar,mhór
ní,caite,iad,siad
shin,sin,bhean,bliain
os,na,obair,fada
tír,bhain,orthu,lámh
chaith,le,iad,rud
scéal,mbaile,leithéid,maith
rith,dé,tar,ndiaidh
arís,sí,dúinn,thar
iad,dhuine,tar,uisce
cuireadh,dhéanamh,cúpla,ab
ach,céard,seisean,orthu
thar,faoi,bheith,rinne
dul,bhain,bhfuil,fada
ais,léi,tír,cinnte
beidh,ach,rith,cheana
ábhar,Ghaeilge,cheart,oíche
teanga,trí,sé,iad
déanamh,os,Éirinn,dom
gceist,anois,láthair,ach
oiread,anseo,arís,deireadh
dhéanamh,bheadh,bliain,hÉireann
nua,ndóigh,sin,níos
na,céard,siad,fada
céard,dul,dúirt,minic
má,ndiaidh,roinnt,eile
ná,ba,eolas,Irish
é,nós,dúirt,ag
freisin,cad,dúinn,an
rud,sásta,dom,lucht
aige,chéad,mé,linn
sa,cé,idir,nuair
in,lch.,céanna,fíor
duit,dhéanamh,beag,cúpla
Éirinn,ann,uirthi,agus
teanga,chomh,i,ag
aige,bheadh,bíonn,bith
lae,ais,duine,againn
éigin,tar,linn,tharla
leanas,lár,do,den
fáil,cliath,bheith,le
teacht,maith,chaith,do
féin,chuir,na,ar
leanas,as,is,taobh
iarraidh,uile,éis,mbaile
chuig,dé,dhaoine,teach
maith,ábhar,bíonn,tá
ar,mbíonn,linn,ea
uí,agam,chuig,nach
rialtas,óg,fhios,duit
anuas,chuig,deir,ón
ceart,mhór,agam,bean
úsáid,le,nár,aici
liom,chuaigh,siúd,bharr
sin,b'fhéidir,bhfuil,ina
fíor,raibh,chun,níor
gurb,roimhe,maith,le
aige,fíor,den,fáil
dóibh,uisce,nua,éis
cheart,ach,óg,baint
ná,cliath,fhios,áirithe
agus,oíche,amháin,gurb
deir,faoi,mbeidh,an
ba,fada,chur,ní
inniu,ag,rith,teach
mórán,tháinig,roinn,dom
maith,lena,Gaeilge,ón
duit,alt,bhfad,tú
liom,oíche,átha,síos
Gaeilge,chur,mó,mhór
ár,bith,anois,óg
rith,siar,dhuine,ar
ábhar,gcuid,an,éigin
gan,Irish,éigin,lá
trí,mise,tíre,áirithe
seán,cuid,trí,uaidh
éis,againn,dtí,leor
ní,dó,orm,le
chéad,leith,baile,déanta
eile,fear,tíre,é
ort,tí,saol,cliath
gan,déanamh,b'fhéidir,cuid
cur,bhaint,oíche,dhuine
dhuine,na,teanga,seán
do,bhíodh,deireadh,fhios
mbeadh,caite,dom,bhliain
bliain,ceann,thar,b'fhéidir
chur,timpeall,maith,uirthi
baint,fearr,anois,ná
fiú,gan,mise,láthair
dul,thar,fada,déanta
dhiaidh,ab,faoi,sé
féin,lch.,áirithe,ann
os,do,mise,bhliain
anuas,inniu,uair,mise
sé,é,cheart,éis
tí,rud,leis,orthu
bhliain,nós,bhean,oibre
duine,ea,taobh,tú
i,chun,raibh,gach
bhfuil,siar,mór,timpeall
cuireadh,féidir,cuid,thabhairt
ceann,gan,ón,dóibh
bíonn,ea,bhfuil,bhain
chéad,amuigh,nuair,dhiaidh
féin,deireadh,síos,cinn
roinn,mhór,ceann,bheadh
chaith,tíre,áit,chun
baile,rith,fiú,chomh
fear,léi,as,díreach
lár,féin,átha,mó
leanas,chuid,tú,cé
roinnt,mórán,baint,anuas
cén,fear,tríd,níor
tír,chéile,níos,mac
chuig,cur,síos,féin
baile,duit,go,cuireadh
arís,thug,gceist,aici
dhiaidh,chuig,níos,roimh
lae,bhíonn,bhíodh,de
áirithe,seán,scéal,bean
thug,anois,éis,tíre
ndóigh,ábhar,tí,bhíonn
di,ina,dúirt,roinn
ba,istigh,lár,dom
amach,Gaeilge,deireadh,más
uile,fada,bhaint,oiread
ndiaidh,más,Gaeltachta,arsa
air,tú,tríd,eile
beag,fhios,liom,mbeadh
linn,tharla,leor,hÉireann
air,le,dá,bean
gceist,á,roinn,siar
aici,rith,riamh,rialtas
dé,leo,liom,lámh
riamh,ceann,le,mbíonn
na,chuig,léir,roimhe
tí,trí,léir,éigin
oiread,amuigh,lá,mbeadh
éis,ann,Gaeilge,ba
cur,bheith,beidh,nach
scéal,duine,orthu,aici
cheana,siad,cliath,gur
chuige,shin,orm,fhios
fiú,chéad,mbeidh,agam
liom,nach,baint,óg
cúpla,nós,rialtas,lae
dara,mo,sna,amach
le,gan,méid,níos
dara,Irish,lch.,gurb
b'fhéidir,siúl,dar,sásta
cad,sásta,lán,shin
in,anuas,chur,dé
úsáid,dó,raibh,in
chun,cúpla,chéad,scéal
bliain,san,uair,ó
acu,amach,don,di
ní,chuig,ais,teach
uí,ba,siar,sa
ach,ndiaidh,chomh,aici
go,nó,linn,nár
baint,san,shin,eile
cinn,gach,fháil,óg
fuair,idir,rud,chuige
istigh,cur,cinnte,iad
is,sí,sé,lena
lár,ina,fós,san
minic,leithéid,dhéanamh,orm
níl,freisin,measc,roinnt
siúd,chur,rud,déanamh
oibre,lán,lucht,mo
mhór,leat,méid,bhean
roimhe,úsáid,cheana,anseo
inniu,uí,tí,linn
bhí,seán,mórán,déanamh
súil,rith,mo,dar
ag,aici,chuid,uirthi
méid,le,tíre,suas
fhios,chéad,nua,tí
átha,ár,siúl,áit
ceann,deir,ansin,thar
gurb,linn,idir,mac
rinne,do,dhéanamh,acu
léir,i,fhios,alt
dúirt,cuid,chéad,sásta
saol,cheann,cinnte,tí
dhéanamh,oiread,dara,b'fhéidir
réir,dhiaidh,rud,bhí
againn,dhaoine,fada,bhaint
Ghaeilge,seo,aici,sásta
leo,níor,inniu,agat
amuigh,níor,gcónaí,iarraidh
feadh,anuas,tharla,chomh
mór,fiú,tír,ann
cheana,dá,lán,caite
siúd,tá,chuig,measc
duine,deir,scríobh,bheadh
átha,mbíonn,daoine,dóibh
agus,gur,céanna,leo
tharla,bhaile,bhaint,mac
anseo,rialtas,mbaile,fad
dóibh,dhaoine,thaobh,mhaith
fhios,amuigh,feadh,uirthi
ón,ceann,tí,lár
tá,níos,faoi,bhíonn
seisean,má,timpeall,ansin
ansin,leithéid,dul,mbíonn
dúirt,lae,tá,i
dúirt,mé,ina,sé
dó,uisce,áit,leabhar
nuair,lán,dhéanamh,anuas
raibh,ní,aici,fuair
lámh,chuig,Gaeilge,bheadh
fós,ábhar,átha,baint
shin,chur,dom,uaidh
i,idir,chomh,agam
gan,iad,tar,tí
muid,dúirt,caint,bhíonn
tí,gceist,ansin,ina
b'fhéidir,mbeadh,bhíodh,gcónaí
agam,chéile,cliath,di
oiread,mbíonn,bhí,b'fhéidir
fuair,rinne,eolas,lena
átha,sna,mbaile,Gaeilge
sna,fiú,mhaith,nó
siúl,ab,chéad,raibh
obair,fhios,leor,nach
fhios,tí,chuaigh,air
caint,tríd,tharla,féidir
á,lucht,sa,am
orthu,bliain,tír,féidir
atá,ann,mbeidh,lch.
an,fearr,ár,ais
is,teach,rith,rud
céard,hÉireann,dhaoine,léi
maith,leat,rinne,bheith
gcuid,fad,thug,deireadh
tú,cén,oiread,bhaile
taobh,thart,ar,ina
lá,láthair,baint,fháil
an,díreach,leithéid,fear
siar,air,agat,mbeadh
uisce,bíonn,amuigh,mbeadh
agam,gcuid,uaidh,dúirt
díreach,mó,muid,acu
dá,againn,bharr,ndóigh
bhaile,mbeidh,déanamh,arís
bean,átha,arís,féin
siúl,bhaile,liom,bheidh
bhfad,sin,gceist,lár
deir,cheana,bhaile,tríd
méid,fáil,úsáid,anois
agus,an,céard,scríobh
bheith,uaidh,eile,uí
sna,bhaile,amach,acu
féidir,saol,í,cliath
sásta,teach,cinnte,chomh
baint,istigh,faoin,tríd
láthair,an,bíonn,freisin
dhá,measc,shin,sin
mar,iad,leor,chuig
cheart,nós,taobh,roinn
iarraidh,thabhairt,roimhe,roinn
rith,úsáid,suas,dhiaidh
nuair,ná,do,leis
den,tháinig,siúd,chuaigh
thabhairt,mise,éigin,ná
duine,arsa,rud,caite
mbíonn,dá,ábhar,súil
obair,anois,i,thaobh
sí,láthair,í,gceist
ort,cé,fuair,fáil
roinn,suas,amháin,chuaigh
chéile,rá,chuir,raibh
sásta,gan,mhór,scéal
Éirinn,ndiaidh,ansin,uaidh
nua,ina,dhuine,orthu
taobh,dó,sna,siar
seo,gurb,leis,seisean
an,arís,lae,bliain
feadh,bhaile,aon,fíor
deir,agus,dhuine,oibre
thabhairt,deir,shin,chuige
sna,dúirt,mhaith,nua
i,dé,dó,deir
bharr,áit,leis,cinn
agat,arís,mise,fiú
os,muid,fháil,dúirt
ab,den,níos,uile
átha,chuir,níl,dhiaidh
dhá,ar,bhíonn,fíor
leithéid,deireadh,dhiaidh,beidh
bhean,dar,á,dó
aige,an,roinnt,leor
bheadh,dhá,orthu,ndóigh
hÉireann,seo,lch.,uisce
dé,cén,más,thug
dá,agus,ár,trí
cliath,chuaigh,agat,cé
uirthi,faoin,anuas,eolas
mise,ná,di,lucht
chéad,duit,ón,ansin
di,bhfuil,níl,súil
seo,raibh,ndiaidh,lucht
orthu,bhíodh,ea,ndiaidh
déanamh,ais,don,saol
chuid,alt,tar,chuaigh
fiú,tar,cur,cinn
é,bliain,mór,rá
siúd,cliath,oibre,shin
ndóigh,dhaoine,fós,faoin
réir,caint,chaith,lámh
bhaile,rinne,agat,beag
ann,air,liom,agam
cliath,thar,chun,ach
thar,obair,é,don
bhain,in,dóibh,anseo
hÉireann,leithéid,scoil,leanas
í,Gaeilge,ó,tú
díreach,á,chuir,ainm
dhiaidh,dá,níor,léir
timpeall,deireadh,cinnte,leat
tú,níor,cheart,dó
faoi,fiú,ab,leis
tá,lár,díreach,bheadh
cad,air,maidir,céard
fear,lá,í,lámh
dara,céanna,lucht,thug
dóibh,réir,oíche,mac
níl,réir,beag,oiread
leo,os,nár,lámh
éis,thart,aon,maidir
deireadh,mac,mo,dé
tar,bhíonn,cliath,bhíodh
dhéanamh,gurb,gceist,de
fearr,chuid,deir,más
bheith,féin,bhain,sna
muid,linn,gach,cuid
chaith,i,má,bhfad
tá,sé,rá,Gaeltachta
bhean,hÉireann,ag,trí
faoi,cúpla,aige,leo
cur,seán,bean,bhí
an,in,inniu,bhí
chéad,bhain,aige,chun
ár,tí,maith,réir
é,láthair,dhuine,ábhar
tú,gur,caite,cuid
tháinig,bhaile,do,i
iad,maith,tá,mórán
teanga,alt,éigin,minic
thabhairt,roimh,caite,níor
ba,ó,bhaile,de
cuireadh,tar,inniu,bliain
bheidh,léir,linn,baile
anuas,timpeall,dúirt,leabhar
mbeadh,rud,nua,dom
trí,cad,cheann,dtí
lá,gach,déanta,le
freisin,níor,isteach,sé
dul,de,mhaith,tú
tír,cuid,liom,chur
thaobh,roinn,ní,rith
as,ansin,maith,chéile
dá,aon,mórán,dul
idir,iarraidh,chun,dtí
láthair,deireadh,fíor,ach
dé,leithéid,fiú,tháinig
bliain,ndóigh,acu,fháil
faoi,cuireadh,leith,ábhar
óg,cheart,ea,rud
ceart,déanamh,tríd,aici
maidir,lucht,léi,má
thaobh,chaith,leis,dúirt
tríd,dhiaidh,siúl,chuige
chuige,fós,lán,níor
átha,féidir,gur,teach
chaith,agat,isteach,Ghaeilge
dara,dhaoine,thabhairt,i
chur,seán,maith,mbeadh
sásta,mise,aghaidh,ach
timpeall,oibre,déanamh,nár
seo,liom,á,obair
bheidh,áirithe,leo,mbeadh
chéad,caint,arsa,í
ceann,féidir,uí,chuid
ina,cinn,láthair,cúpla
duine,siúd,ndiaidh,measc
ábhar,i,mbíonn,chomh
againn,teach,gan,dhuine
baint,deir,dhá,hÉireann
súil,sa,ná,nuair
don,cinnte,nuair,ach
nó,tíre,faoi,lámh
bhaint,siúd,suas,gceist
bhfuil,ceann,chuig,anseo
duit,aghaidh,caint,fíor
céard,sásta,seán,oíche
baile,cheart,le,mhór
féin,dom,chéad,eile
chuid,roinn,dhéanamh,cad
eile,roimh,gurb,do
bhí,sa,timpeall,ár
scríobh,duine,maidir,siar
lch.,os,méid,tír
cuireadh,sna,fad,bean
bhean,uí,aige,Éirinn
fós,seo,idir,dhá
lá,inniu,saol,dhuine
mbeidh,fad,ná,bhain
anois,tír,dul,fuair
don,léi,amuigh,ab
linn,den,bhí,amuigh
tíre,dhéanamh,measc,díreach
chuaigh,nach,cé,fear
nach,lán,cuireadh,uisce
orthu,dom,chuir,nár
cheart,lena,thug,tar
faoin,bhí,tú,bheidh
anuas,ná,amach,gach
lár,lá,fiú,ceart
chun,linn,siúl,amuigh
thabhairt,óg,obair,dtí
tríd,de,nár,eolas
lár,cinn,timpeall,teanga
Gaeltachta,úsáid,chuid,bhliain
átha,thug,bhíodh,dóibh
mo,thug,leor,dara
duine,rá,seisean,tír
scoil,i,bhí,ndóigh
chéile,nár,feadh,tíre
ainm,inniu,uair,beidh
am,lámh,baile,oibre
cad,dóibh,tí,cinnte
leith,trí,faoi,beidh
dúinn,ab,bliana,céard
leanas,bhaint,déanamh,amháin
rinne,idir,sna,maith
gceist,dhá,chuige,aige
inniu,níl,dó,teach
bhaile,an,shin,caite
bhí,sna,roimhe,shin
thar,iarraidh,maidir,dara
ina,lán,léi,bheith
faoin,éis,díreach,fear
leanas,rialtas,maith,déanamh
air,cuireadh,dara,ndiaidh
fear,bliain,measc,scéal
uí,bhíodh,dhaoine,faoi
bheadh,más,bheidh,bhean
mbaile,fáil,alt,tír
duine,roimhe,dar,Ghaeilge
scríobh,aghaidh,bheith,Gaeilge
dtí,rá,cuireadh,leo
mbeidh,sé,mó,ea
úsáid,bhean,tíre,déanamh
timpeall,ceart,cé,lár
ea,leith,lucht,arsa
maidir,roinn,roimhe,mbíonn
dhiaidh,nuair,tír,seo
muid,thabhairt,timpeall,fear
dúirt,san,bhíonn,í
mhaith,cén,rá,leanas
dúirt,beag,le,é
ba,ábhar,nua,ó
linn,rud,gcónaí,lár
anois,bliana,oiread,gcuid
chéile,maith,iad,siad
fiú,bhíonn,seo,lucht
Gaeilge,cén,am,anois
cuid,ea,inniu,fiú
í,ann,lár,bhfad
na,teacht,mise,ceart
ag,de,gcuid,féidir
mbeadh,sin,aici,roimhe
bhaint,deir,thabhairt,den
cúpla,nach,liom,caite
seisean,deir,ná,oibre
cheann,cad,dhaoine,Irish
tú,anseo,leabhar,b'fhéidir
i,méid,ort,mac
ba,b'fhéidir,linn,rialtas
lámh,mhaith,beidh,amuigh
baile,tríd,b'fhéidir,thart
fáil,rith,mórán,feadh
chuig,díreach,chuir,féidir
más,agus,fiú,siad
Gaeilge,fiú,hÉireann,tú
ceart,bhíonn,níl,eile
dtí,éis,bhfuil,leat
aon,faoin,cliath,chun
gur,rud,Ghaeilge,ní
chuir,oiread,chuig,caint
ní,scríobh,timpeall,bhaint
gur,dhaoine,leis,gceist
dar,fíor,gan,duine
Gaeilge,léir,bhaile,rinne
lá,ais,uirthi,caint
mbeidh,uile,seo,bíonn
Gaeilge,amach,uí,iad
san,in,cheann,níos
Gaeltachta,mise,faoi,amháin
rá,léi,síos,leo
Ghaeilge,céanna,am,uí
baile,as,cinn,tar
Irish,ba,dhéanamh,áirithe
ach,bith,áirithe,siúl
tí,am,lá,nós
chéad,agat,dom,le
isteach,caite,ort,méid
céanna,bhaile,istigh,dúinn
é,freisin,á,gan
leithéid,mbaile,siúl,bhaint
siar,dara,roimh,taobh
maith,shin,Éirinn,ndiaidh
inniu,chéad,shin,uirthi
dó,in,hÉireann,bheith
eile,in,anuas,ainm
mór,dhéanamh,baint,ó
ó,caint,don,ceart
anuas,shin,tríd,mhór
chéile,mbíonn,ais,Gaeilge
iad,ort,cheart,liom
chuir,sí,fíor,chuaigh
leanas,chur,bíonn,chun
isteach,déanta,ndóigh,éigin
roinnt,mórán,lucht,sásta
shin,bíonn,bhain,uair
lch.,timpeall,gan,uaidh
ón,thabhairt,measc,aon
maidir,an,anseo,tír
léi,an,duine,gan
gcónaí,nua,gceist,tú
cén,saol,leat,sí
mac,thabhairt,chuig,cén
thar,deireadh,na,thart
os,aon,agam,fíor
uair,méid,ó,seisean
éigin,sé,ar,roimh
dtí,le,cén,rinne
bliana,dhá,thaobh,leabhar
gur,linn,sásta,deir
an,ais,os,cinnte
is,beidh,bhíonn,chuige
ár,gceist,atá,daoine
shin,mo,éigin,do
thar,bhliain,dá,an
oíche,dóibh,amuigh,bhfad
réir,is,gurb,lá
méid,sin,é,leor
fear,saol,cé,dhuine
chuige,nó,fear,den
teach,féin,ndóigh,gur
déanamh,oibre,siúl,raibh
chaith,mó,lucht,anuas
deir,léi,ábhar,aghaidh
cúpla,á,fiú,gcónaí
chéad,am,dé,bhíodh
fad,bhain,teach,ina
gurb,Gaeltachta,iad,fíor
sa,uisce,bhíodh,seán
di,thart,deir,caite
á,fuair,ann,leor
ag,againn,níos,os
uair,alt,fearr,ag
baint,mé,thart,dúinn
duit,lucht,átha,fear
nuair,baint,rialtas,dá
tír,thabhairt,mac,aon
bhaint,fíor,bhliain,as
aici,tír,is,lán
mór,eile,scríobh,fhios
Gaeilge,léi,ndiaidh,taobh
mar,léir,bliana,ann
alt,as,liom,go
ach,aghaidh,eolas,bhí
ceart,chuige,ainm,di
riamh,dúinn,fearr,láthair
leis,cuireadh,bíonn,mé
áit,tíre,óg,san
daoine,roimh,áit,chuaigh
cad,oibre,cur,bhean
gur,bhaint,roinnt,dara
bhean,leat,aghaidh,faoi
cad,ár,siúd,eile
lucht,gur,mbaile,dé
dul,fíor,nár,arís
don,orm,déanamh,mbeadh
air,í,Éirinn,scoil
scéal,mar,isteach,mbeidh
rialtas,atá,bith,isteach
ansin,leat,shin,duine
lán,aige,ea,scoil
cúpla,thart,teanga,lá
dé,bhain,in,ár
fada,dhuine,na,mbeadh
seisean,dúirt,ann,sa
díreach,ceart,thug,amach
trí,muid,bhain,cur
timpeall,tharla,ár,más
gur,mórán,fear,sé
átha,is,lán,go
riamh,ceann,uaidh,daoine
teacht,ina,scríobh,sin
mór,don,bliana,baile
níor,ceart,léir,siúd
ón,thart,iarraidh,dúirt
ceann,bheidh,acu,tíre
siúd,siar,leith,tí
chuid,againn,dhiaidh,inniu
leanas,úsáid,cur,ceart
thar,bhíodh,saol,iad
tríd,tíre,as,ndiaidh
nua,thaobh,uile,saol
díreach,dhiaidh,oíche,leabhar
